陈吉宁,环保部,任环境保护部党组书记;2015年2月任中华人民共和国环境保护部部长,土木与环境工程系学习,,,工学博士英国帝国理工学院土木系博士学位帝国理工学院博士后,1964年2月,;吉林梨树人;,1984年,加入中国共产党;工学博士;教授,1981年9月,清华大学土木与环境工程系学习;,1986年7月,毕业并获学士学位,1993年,获英国帝国理工学院土木系博士学位,1992年12月,英国帝国理工学院博士后,1994年12月,英国帝国理工学院助理研究员,1998年,回清华大学任教;,1999年任,清华大学环境科学与工程系主任;,2006年2月,任清华大学副校长;,2007年12月,任清华大学常务副校长;,2012年1月,任清华大学校长,2015年1月,任环境保护部党组书记;2015年2月任中华人民共和国环境保护部部长,
德吉,西藏,西藏自治区政府副主席;区红十字会会长,其间：1977.10-1978.03在天津市进出口商品检验局岗前培训班学习其间：1981.10-1982.09在上海市进出口商品检验局学习干部培训班学习干部培训班学习2002.09-2005.07在四川省工商管理学院工商管理专业学习,,在职研究生,,1959年6月生,;西藏左贡人;,1984年9月,加入中国共产党;,1977年10月,参加工作;在职研究生学历,1977.10-1978.03,西藏自治区商检局检验员,,（其间：1977.10-1978.03在天津市进出口商品检验局岗前培训班学习）,1978.03-1985.08,西藏自治区日喀则地区樟木口岸进出口商品检验处检验员,,（其间：1981.10-1982.09在上海市进出口商品检验局学习）,1985.08-1986.10,西藏自治区商检局工检室副主任（副科级）,1986.10-1987.06,西藏自治区商检局业务处副处长（正科级）,1987.06-1988.12,西藏自治区商检局业务处处长（副处级）,1988.12-1990.05,西藏自治区商检局副局长（正处级）,1990.05-1991.04,共青团西藏自治区委员会正处级干部,1991.04-1992.11,共青团西藏自治区委员会青年统战部副部长（正处级）,,（其间：1991.09-1992.07在中央党校培训部第7期西藏民族干部培训班学习）,1992.11-1996.11,共青团西藏自治区委员会副书记;区青联常务副主席,1996.11-2000.09,共青团西藏自治区委员会党组书记、书记,,（其间：1998.09-2000.07在中央党校培训部第20期西藏民族干部培训班学习）,2000.09-2000.10,西藏自治区日喀则地委副书记（正地级）,2000.10-2002.12,西藏自治区日喀则地委副书记、行署常务副专员（正地级）,2002.12-2006.11,西藏自治区山南地委副书记、行署专员,,（2002.09-2005.07在四川省工商管理学院工商管理专业学习）,2006.11-,西藏自治区政府副主席;区红十字会会长,
童道驰,湖北,鄂ICP备05011090号-1,.09-1988.07北京大学经济管理系国民经济管理专业学习,,中国人民大学行政管理学研究所行政管理学专业、加拿大卡尔顿大学公共管理专业研究生研究生.07-1991.07中国人民大学行政管理学研究所行政管理学专业硕士研究生卡尔顿大学公共管理专业硕士研究生,毕业,在职博士,1967年10月,出生;湖南平江人;,2004年12月,加入中国共产党;,1991年7月,参加工作;中国人民大学行政管理学研究所行政管理学专业、加拿大卡尔顿大学公共管理专业研究生毕业,在职博士研究生学历,,l984.09-1988.07北京大学经济管理系国民经济管理专业学习,,l988.07-1991.07中国人民大学行政管理学研究所行政管理学专业硕士研究生,1991.07-1992.07,中国社会科学院世界经济与政治研究所助理研究员,1992.07-1994.08,加拿大卡尔顿大学公共管理专业硕士研究生,1999.04-2000.10,世界银行总部企业发展部公司治理局公司治理专家,2000.10-2000.11,中国证监会规划发展委员会干部,2000.11-2001.04,中国证监会规划发展委员会委员(副局级),2001.04-2006.08,中国证监会上市公司监管部副主任,2006.08-2007.04,中国证监会发行监管部副主任,2007.04-2008.02,中国证监会国际合作部副主任(主持工作)兼发行监管部副主任,2008.02-2014.04,中国证监会国际合作部主任,2016.11-2016.12,湖北省政府党组成员,2016.12-,湖北省政府副省长、党组成员,,鄂ICP备05011090号-1,
王黎明,青海,在国家经贸委中小企业司任改革发展处处长;2000.10-2003.05任助理巡视员,,,同济大学管理科学与工程专业硕士研究生,,1962年5月生,;甘肃酒泉人;,1985年9月,加入中国共产党;同济大学管理科学与工程专业硕士毕业;研究生学历,,在国家经贸委中小企业司任改革发展处处长;2000.10-2003.05任助理巡视员,
曹小红,天津,当选天津市第十二届政协副主席,,,日本千叶大学自然科学研究生院研究生后赴日本千叶大学攻读硕士研究生,农学博士、博士,1961年5月生,;吉林乾安人;致公党成员;,1983年8月,参加工作;日本千叶大学自然科学研究生院微生物学专业毕业;研究生学历;农学博士;教授,1983年,天津轻工业学院毕业后;任天津市调味品研究所技术干部;后赴日本千叶大学攻读硕士、博士研究生;毕业后在日本理研维他命株式会社千叶工厂技术部任职,1998年,回国;先后任天津理研维他命食品有限公司生产管理部部长助理;天津轻工业学院（天津科技大学）食品工程系教师、食品科学与生物工程学院院长,2003年任,天津科技大学副校长,2006年任,天津科技大学校长、致公党市委会副主委;,2007年,先后当选致公党市委会主委、中央副主席,2008年1月,当选天津市第十二届政协副主席,
郝会龙,黑龙江,地址：黑龙江省哈尔滨市南岗区中山路202号邮政编码：150001,,,,,1962年11月生,;甘肃临洮人;,1984年7月,参加工作;,1982年11月,加入中国共产党;北京大学哲学专业大学毕业,1980.09-1984.07,北京大学哲学系哲学专业学生,1984.07-1986.06,省委《奋斗》杂志社编辑,1986.06-1987.10,省顾委办公厅秘书,1987.10-1988.05,省顾委办公厅副科级秘书,1988.05-1990.10,肇东市五站镇副镇长,1990.10-1991.12,省委政研室副科级研究员,1991.12-1992.12,省委政研室正科级研究员,1992.12-1993.10,省委政研室副处级研究员,1993.10-1996.02,省委办公厅副处级秘书,1996.02-1997.11,省委办公厅正处级秘书,1997.11-2000.08,安达市委副书记、市长,2000.08-2003.06,省政府研究室副主任、党组成员(,,其间：2002.10-2003.04到国务院研究室参与《政府工作报告》起草工作),2003.06-2003.12,省政府副秘书长(副厅级),2003.12-2005.07,黑河市委副书记、市长,2005.07-2010.02,黑河市委书记、市人大常委会主任,2010.02-2012.01,齐齐哈尔市委书记,2012.01-2012.04,齐齐哈尔市委书记、市人大常委会主任,2012.04-2012.06,省委常委;齐齐哈尔市委书记、市人大常委会主任,2012.06-2013.05,省委常委,2013.05-2013.11,省委常委、政法委书记,2013.11-2013.12,省委常委;省政府党组副书记,2013.12-2017.04,省委常委、副省长;省政府党组副书记,2017.04-,副省长;省政府党组副书记,,黑龙江省人民政府主办黑龙江省人民政府办公厅承办备案序号：黑ICP备05008713,,地址：黑龙江省哈尔滨市南岗区中山路202号邮政编码：150001,
宋建朝,农业部,任中央纪委驻农业部纪检组组长、农业部党组成员,,,,,1955年7月,出生;,1976年10月,入党;,1971年12月,参加工作;,1982年,北京大学哲学系毕业;哲学学士;一级高级法官,2014年6月,任中央纪委驻农业部纪检组组长、农业部党组成员,
叶建春,水利部,任水利部副部长、党组成员,,华东水利学院水利水电建筑工程专业本科毕业,,河海大学水文学及水资源专业工学博士,1965年7月,出生;福建周宁人;,1985年12月,加入中国共产党;,1984年8月,参加工作;华东水利学院水利水电建筑工程专业本科毕业;河海大学水文学及水资源专业工学博士;教授级高级工程师,1984年8月,起在上海勘测设计研究院规划处工作;,1991年4月,起;先后任上海勘测设计研究院副处长、处长、院长助理;,1999年9月,任上海勘测设计研究院副院长;,2003年12月,任上海勘测设计研究院院长、党委副书记;,2005年6月,任水利部太湖流域管理局局长、党组书记;,2016年6月,任水利部财务司司长;,2017年2月,任水利部副部长、党组成员,
尹蔚民,人资与社保部,不再兼任国家公务员局局长,,,经济管理学院在职研究生经济学硕士,,1953年1月,出生;河北灵寿人,1969年2月,参加工作,1973年2月,加入中国共产党,2007年8月,任人事部部长、党组书记、中央组织部副部长,2008年3月,任人力资源和社会保障部部长、党组书记;兼国家公务员局局长;中央组织部副部长,2014年8月,不再兼任国家公务员局局长,
李利,江西,;任江西省人民政府副省长、党组成员,在赣南医学专科学校医疗系医疗专业学习课程班学习学习,,中央党校研究生经济法专业研究生经济学专业在职研究生班,,1962年9月,出生;江西信丰人;,1985年8月,加入中国共产党;,1981年11月,参加工作;中央党校研究生;副主任医师,1978年11月至1981年11月,;在赣南医学专科学校医疗系医疗专业学习,1981年11月至1984年11月,;为大余县人民医院外科医生,1984年11月至1988年8月,;任大余县人民医院外科副主任,1988年8月至1992年8月,;任大余县人民医院外科主任,1992年8月至1993年11月,;任大余县人民医院院长,1993年11月至1994年12月,;任大余县卫生局局长;大余县人民医院院长,1994年12月至1995年2月,;任赣州地区卫生局副局长兼大余县卫生局局长,1995年2月至1997年1月,;任赣州地区卫生局副局长、党组成员,1997年1月至1999年7月,;任赣州地区卫生局副局长、党组成员兼赣州地区人民医院院长（正处级）、党委副书记,2000年9月至2002年6月,中国社科院经济法专业研究生课程班学习）,2005年4月至2007年3月,;任江西省卫生厅副厅长、党组副书记（其间:,2003年9月至2006年7月,中央党校经济学专业在职研究生班学习）,2007年3月至2009年2月,;任江西省卫生厅厅长、党组书记,2009年2月至2010年3月,;任江西省卫生厅厅长、党组副书记,2013年12月至2016年12月,;任江西省卫生和计划生育委员会主任、党组书记,2016年12月至2017年1月,;任江西省人民政府副省长、党组成员;江西省卫生和计划生育委员会主任、党组书记,2017年1月至2017年3月,;任江西省人民政府副省长、党组成员;江西省卫生和计划生育委员会主任,2017年3月,;任江西省人民政府副省长、党组成员,
